번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(㎛hos/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
4482,논산A3,2013.05.08,20.5,8.6,174,11.2,1.8,5.8,6,1.923,0.044,4.5,0.053
4483,논산A3,2013.05.13,21.4,7.5,180,10.7,2.5,8.9,101.5,2.236,0.464,7.7,0.12
4484,논산A3,2013.05.22,19.9,7.3,182,10.1,2.6,8.3,34,3.16,0.262,7.4,0.592
4485,논산A3,2013.05.27,19.2,7.2,188,8.2,6.2,10.3,33.3,3.206,0.271,8.3,1.377
4486,논산A3,2013.06.05,22.3,7.3,192,10.8,2.4,9.1,12,2.46,0.121,7.8,1.241
4487,논산A3,2013.06.13,21.2,7.3,185,8.8,2,7.4,7.5,2.243,0.095,7.1,1.07
4488,논산A3,2013.06.19,23.2,7.3,153,8.6,3,9.3,21.2,3.231,0.214,8.4,2.817
4489,논산A3,2013.06.24,23,7.5,183,8.8,1.8,7.6,14.8,2.584,0.199,7.1,0.707
4490,논산A3,2013.07.03,25.2,7.4,202,8.9,1.2,6.8,11.1,1.981,0.134,6.6,0.79
4491,논산A3,2013.07.08,22.3,7.4,183,8.5,0.8,5.5,10.1,2.657,0.133,5.4,1.187
4492,논산A3,2013.07.18,24.7,7.4,188,9.8,1,5.3,12.5,2.13,0.096,4.5,1.169
4493,논산A3,2013.07.24,23.9,7.2,167,8.9,1.2,5.3,51.4,1.834,0.112,4.7,1.372
4494,논산A3,2013.08.05,25.6,7.3,125,8.1,1.9,7.1,20.2,3.021,0.091,4.5,6.28
4495,논산A3,2013.08.22,26.6,7.4,170,8.6,0.9,5.4,6.4,1.193,0.116,3.3,1.309
4496,논산A3,2013.08.28,24.6,7.2,179,8.5,0.8,4.8,5.2,1.559,0.113,3.9,0.888
4497,논산A3,2013.09.02,23.2,7.3,184,8.8,0.7,4.6,3,1.216,0.081,3.5,0.668
4498,논산A3,2013.09.12,22.1,6.8,178,8,0.8,5.4,3.8,1.297,0.125,3.7,0.7
4499,논산A3,2013.09.25,22,7.5,218,10.6,0.7,3.1,4,2.04,0.034,2.4,0.45
4500,논산A3,2013.10.07,20.4,7.4,220,10.5,0.7,3,4.1,2.693,0.029,2,0.378
4501,논산A3,2013.10.14,18.4,7.4,181,11.7,1.2,6.1,6.7,1.372,0.071,3.4,0.527
4502,논산A3,2013.10.24,16.4,7.3,205,11.3,0.5,3.6,1.5,1.503,0.044,2.1,0.266
4503,논산A3,2013.10.30,14.6,7.6,221,11.7,0.7,3.4,1.2,1.702,0.01,1.9,0.231
4504,논산A3,2013.11.04,14.7,7.5,230,11,0.7,3.2,2.8,1.838,0.053,2,0.281
4505,논산A3,2013.11.14,7.8,7.2,225,13,0.4,2.2,0.3,2.373,0.05,1.3,0.29
4506,논산A3,2013.11.20,6.4,7.5,237,14.6,0.6,2.2,1,2.629,0.036,1.1,0.384
4507,논산A3,2013.11.25,9.5,7.5,242,12.3,2.9,8.2,15.3,3.247,0.266,5.2,0.662
4508,대교천2,2012.06.05,23.6,7.9,297,8.9,1.5,4.9,8.9,1.191,0.075,,
4509,대교천2,2012.06.12,24.2,8.1,302,10.9,1.4,6,10.3,1.346,0.066,,0.247
4510,대교천2,2012.06.21,24.6,8.1,316,12.4,2,6.4,13,1.142,0.066,,0.104
4511,대교천2,2012.06.27,24.3,7.8,263,10.2,1.5,5.5,15.8,0.866,0.061,,0.047
4512,대교천2,2012.07.04,24.1,8.1,273,10,1.2,5.2,7.9,1.408,0.026,,0.316
4513,대교천2,2012.07.10,21.9,7.8,230,10,0.9,4.7,7.3,2.504,0.06,,0.571
4514,대교천2,2012.07.19,20.7,7.3,103,9.3,1.6,8.8,115,3.01,0.267,,23.616
4515,대교천2,2012.07.25,23.5,7.6,223,10.6,1,5.3,14.1,3.106,0.121,,0.894
4516,대교천2,2012.08.07,31.2,8.9,297,10.9,2.8,7.1,12.8,1.332,0.052,,0.208
4517,대교천2,2012.08.14,22.3,7.4,168,9,0.9,4.9,20.8,2.35,0.13,,
4518,대교천2,2012.08.23,22.2,7.9,153,8.3,1.1,8.7,185.3,2.924,0.252,,7.798
4519,대교천2,2012.08.29,24.1,7.4,204,8.7,0.7,6.1,72.7,2.879,0.108,,2.779
4520,대교천2,2012.09.04,21.6,7.4,192,10.8,1.3,5.6,115,3.589,0.147,,4.189
4521,대교천2,2012.09.12,21,7.5,191,8.2,0.7,4.3,54.7,3.193,0.093,,1.731
4522,대교천2,2012.09.21,19.4,7.5,183,9.5,0.8,4.8,28,2.818,0.08,,0.568
4523,대교천2,2012.09.26,19.5,7.9,203,9.3,0.7,4.3,19,2.756,0.048,,1.26
4524,대교천2,2012.10.04,16.9,7.2,154,10.6,0.9,4.2,8.2,3.143,0.062,,
4525,대교천2,2012.10.09,17.8,8,212,10.6,0.7,4.1,6.3,3.242,0.064,,0.777
4526,대교천2,2012.10.17,17.3,7.9,227,10.2,0.8,3.4,7.1,2.615,0.041,,0.586
4527,대교천2,2012.10.23,14.6,7.4,195,10.7,2,5.8,27,2.307,0.092,,0.833
4528,대교천2,2012.11.01,12.2,7.7,287,13.2,0.7,3.4,6,2.101,0.057,,0.563
4529,대교천2,2012.11.07,11.2,7.7,290,14.2,1,2.9,11.4,2.352,0.045,,0.618
4530,대교천2,2012.11.15,8.9,7.7,216,12.9,0.9,3.9,16.7,2.343,0.056,2.4,0.953
4531,대교천2,2012.11.20,7.8,7.7,156,13,0.9,3.6,13.8,2.267,0.034,2.1,1.574
4532,대교천2,2012.11.27,6.9,7.9,230,14,0.9,4.1,8.8,2.608,0.037,2.1,0.518
4533,대교천2,2012.12.06,3.4,7.8,339,14.3,1.6,5.1,30,2.998,0.082,4.2,0.541
4534,대교천2,2012.12.11,2.2,7.7,246,15,1.2,4.9,40,2.833,0.117,3.6,0.475
4535,대교천2,2012.12.20,1.3,7.7,233,14.4,0.9,4.6,9.3,3.252,0.042,4,
4536,대교천2,2012.12.26,0.7,7.7,246,14.2,0.9,4,7,2.99,0.041,3.6,
4537,대교천2,2013.01.08,0.9,7.6,234,16.2,0.7,2.1,2.2,2.788,0.023,1.8,
4538,대교천2,2013.01.16,1.2,7.7,241,15.2,0.8,3.1,3,2.794,0.03,2.7,0.95
4539,대교천2,2013.01.22,1.7,7.5,225,14,3.8,8.1,27.5,3.422,0.184,6.9,2.392
4540,대교천2,2013.01.31,5.7,7.7,230,13.5,1.2,3.3,16.8,3.025,0.053,3.1,0.95
4541,대교천2,2013.02.06,3.2,7.6,293,14,1,3.5,13,3.399,0.059,2.8,1.577
4542,대교천2,2013.02.20,4.9,8,239,14.1,1.3,3.7,4.3,3.401,0.058,3.6,0.95
4543,대교천2,2013.02.26,6.1,8.2,235,13.9,1.5,4,9,2.977,0.031,3.9,0.863
4544,대교천2,2013.03.05,8.9,8.7,237,14.4,1.6,4.6,17.5,2.641,0.035,3.8,0.781
4545,대교천2,2013.03.14,8.8,7.9,244,13.9,1.8,5.8,15.9,2.925,0.046,5.5,0.63
4546,대교천2,2013.03.20,10,7.7,222,11.5,1.8,5.1,16.2,2.696,0.064,4.5,0.703
4547,대교천2,2013.03.26,10.2,7.9,244,13.2,1.7,5.4,14.9,2.645,0.111,4.6,0.63
4548,대교천2,2013.04.04,15.2,7.8,248,12,1.9,5.7,16.2,2.445,0.085,4.6,0.63
4549,대교천2,2013.04.10,12.1,8,252,11.7,1.4,5.7,9.7,2.18,0.083,4.7,0.562
4550,대교천2,2013.04.16,14.1,8.1,257,12.2,1.3,5.1,11.8,2.64,0.061,4.5,0.63
4551,대교천2,2013.04.24,15.6,7.8,238,11.4,2.8,6,11.7,2.152,0.061,5.2,1.241
4552,대교천2,2013.05.02,15.6,7.8,224,10.8,1.7,4.9,9.7,2.113,0.04,4.2,0.95
4553,대교천2,2013.05.07,21.6,8.1,238,10.2,1.8,6,6.2,1.259,0.051,5.3,0.63
4554,대교천2,2013.05.15,24.8,7.7,263,8.5,2.5,7,62.5,1.244,0.163,6.6,0.562
4555,대교천2,2013.05.21,21.1,7.6,277,9.7,2.9,7.9,21,3.545,0.109,7.6,0.781
4556,대교천2,2013.05.30,20.4,7.5,209,9.1,2.3,6.5,44.3,3.013,0.074,5.6,2.098
4557,대교천2,2013.06.04,25,7.8,247,9,1.9,5.6,7.8,2.21,0.045,6.7,1.042
4558,대교천2,2013.06.12,22.5,7.7,276,7.7,2.1,7.2,10.5,1.503,0.061,6.8,0.863
4559,대교천2,2013.06.18,22.3,7.6,185,8.2,12.7,31.3,634,3.66,0.306,11.8,15.011
4560,대교천2,2013.06.27,27.9,7.9,258,8.4,1.9,6.1,25.1,2.302,0.105,6.1,1.042
4561,대교천2,2013.07.02,27.1,7.9,268,7.8,2.3,6.6,14.4,1.338,0.086,6.5,1.042
4562,대교천2,2013.07.11,27.4,7.8,231,8.3,1.1,4.5,31.3,2.236,0.062,4.2,1.577
4563,대교천2,2013.07.19,26.1,7.6,190,8.1,0.9,4,31.8,2.406,0.1,3.8,2.098
4564,대교천2,2013.07.23,25.1,7.6,206,7.8,3,8.6,87.3,1.918,0.317,5.3,2.242
4565,대교천2,2013.08.08,28.6,8,212,8.7,1.4,4.2,33.4,1.976,0.082,3.8,1.699
4566,대교천2,2013.08.13,29.2,8,242,11.4,1.4,4.3,13.4,1.493,0.086,4.3,
4567,대교천2,2013.08.21,30.1,8.1,258,9.6,1.5,5.3,8.5,1.132,0.095,5.2,0.63
4568,대교천2,2013.08.27,27.6,7.9,249,9.2,1.1,3.7,10.3,1.412,0.081,3.5,0.63
4569,대교천2,2013.09.05,23.4,7.8,248,10.1,1.2,4.4,7.3,1.138,0.068,3.3,0.63
4570,대교천2,2013.09.11,22.5,7.4,232,8.2,2.4,4.4,10.1,1.555,0.227,3.1,4.415
4571,대교천2,2013.09.24,23.4,7.8,248,10.8,1.4,4.1,5.6,1.475,0.133,2.6,0.703
4572,대교천2,2013.10.10,21.2,7.5,240,9.6,0.7,4.9,8.1,1.809,0.125,3,0.781
4573,대교천2,2013.10.17,16.8,7.9,259,11.8,0.8,3.6,7,2.032,0.159,2.1,0.781
4574,대교천2,2013.10.23,18.5,7.8,249,12.7,0.7,3.1,3.1,1.488,0.071,1.8,0.63
4575,대교천2,2013.10.29,14.4,8.1,265,12.3,1.1,3,7.7,1.625,0.066,1.9,0.63
4576,대교천2,2013.11.07,14.9,7.8,272,13.3,0.9,3.4,1.9,2.165,0.108,2,0.63
4577,대교천2,2013.11.13,10.2,7.4,256,14.4,0.7,3.2,2.9,1.8,0.043,2,0.703
4578,대교천2,2013.11.19,7.9,7.7,268,15.7,1,3.3,14.4,1.926,0.043,2,0.63
4579,대교천2,2013.11.28,4.2,7.3,273,14.4,1.9,6.4,10.8,2.97,0.143,4.1,0.703
4580,무심A,2008.12.02,8,7.7,232,12.4,1.7,3.7,5.7,3.971,0.034,2.57,2.362
4581,무심A,2008.12.09,7,7.9,203,12.2,1.4,3.2,4.7,3.71,0.03,2.43,2.186
4582,무심A,2008.12.16,3,8,194,12.2,1.2,3.6,5.4,3.809,0.044,2.29,1.046
4583,무심A,2009.01.06,0,7.7,332,15.7,0.9,3.1,3.1,3.395,0.055,2.2,0.836
4584,무심A,2009.01.13,0,7.6,359,10.4,1,3,1.4,3.12,0.042,2.1,0.781
4585,무심A,2009.02.03,6,7.6,328,13.6,1.7,4.2,4.1,3.508,0.059,2.5,0.914
4586,무심A,2009.02.10,5,8.1,326,12.4,1.8,4.4,2.4,3.4,0.041,2.7,0.621
4587,무심A,2009.02.17,1,7.4,347,15.8,1.7,4.1,2.4,3.997,0.069,3.1,0.557
4588,무심A,2009.02.24,6,8.2,326,12.7,2.3,4.6,6.2,3.897,0.056,3.3,0.765
4589,무심A,2009.03.03,5,8.3,317,14.2,2.9,5.1,5.7,3.611,0.052,3.6,0.993
4590,무심A,2009.03.10,7,8.2,319,13.2,3,5.9,6.3,3.602,0.074,3.5,0.378
4591,무심A,2009.03.17,10,7.7,323,11.2,2.8,5.2,8.6,4.792,0.097,3.6,0.504
4592,무심A,2009.03.24,9,7.7,315,11.7,3.6,7.1,11,3.731,0.138,4.7,0.658
4593,무심A,2009.03.31,11,8,305,12,4.7,8.7,8.8,5.051,0.177,4.9,0.828
4594,무심A,2009.04.07,12,7.7,271,11.3,4.6,9.1,13.2,5.827,0.19,5.6,1.704
4595,무심A,2009.04.14,14,8.1,180,11.1,2.7,4.7,8,5.44,0.069,3.2,1.529
4596,무심A,2009.04.21,14,7.4,237,10.8,3.4,10.9,7,5.349,0.299,7.7,1.079
4597,무심A,2009.04.28,16,8.7,182,12.9,2.1,4.3,3.8,2.184,0.053,3.4,2.471
4598,무심A,2009.05.12,19,7.2,203,8.9,9.4,24.8,35.5,5.45,0.328,9.2,4.495
4599,무심A,2009.05.19,20,7.5,239,9.2,5.2,8.4,18,7.307,0.188,5.5,4.355
4600,무심A,2009.05.26,22,7.5,223,9.1,2.5,6.6,11.8,5.208,0.102,4.3,5.477
4601,무심A,2009.06.02,25,8.2,193,10.9,1.6,4.7,4.5,1.124,0.107,4.3,4.339
4602,무심A,2009.06.09,22,7.4,162,10.7,1.9,5.1,5.2,4.641,0.128,4,3.999
4603,무심A,2009.06.16,25,8.1,227,11.2,2.3,5.6,4.8,1.329,0.071,4.6,4.968
4604,무심A,2009.06.23,26,7.7,215,8.8,2.7,5.7,19.2,4.014,0.107,6.3,5.155
4605,무심A,2009.06.30,23,7.2,136,5.9,3.1,8.9,17.8,5.061,0.198,6.2,1.052
4606,무심A,2009.07.07,23,7.2,136,5.9,4.4,12.2,136,11.583,0.315,5.5,25.731
4607,무심A,2009.07.14,23,7.5,175,11.2,2,6.6,40.8,5.752,0.159,3.8,8.214
4608,무심A,2009.07.21,23,7.2,107,8.4,3.2,10.2,154,6.726,0.21,5.1,50.003
4609,무심A,2009.08.11,27,7.9,195,8.8,2.4,5.9,5.6,3.684,0.072,3.6,1.777
4610,무심A,2009.08.18,26,8.4,201,10.2,2.9,6.3,9.6,1.405,0.091,3.8,4.085
4611,무심A,2009.08.25,26,8.3,188,10.1,2.4,5.4,8.3,1.706,0.079,3.5,4.451
4612,무심A,2009.09.08,26,8,169,9.9,1.5,4.4,3.2,4.252,0.062,2.5,1.646
4613,무심A,2009.09.15,22,7.5,268,6.7,4.6,9,8.8,4.245,0.198,5.7,2.527
4614,무심A,2009.09.22,22,7.6,194,10.8,2.3,5.3,8.2,3.644,0.082,2.9,8.549
4615,무심A,2009.10.06,18,7.9,237,10.4,1.1,4.2,3.7,3.336,0.063,2.2,1.176
4616,무심A,2009.10.13,16,8,277,13,1.1,3.8,2.5,4.624,0.045,2.1,1.236
4617,무심A,2009.10.20,15,7.9,277,11.1,1.2,4.8,3.8,1.662,0.081,2.8,1.069
4618,무심A,2009.10.26,16,8.5,276,13.4,1,4.4,2.9,3.692,0.06,2.5,1.029
4619,무심A,2009.11.03,8,7.7,289,13,1.7,4.7,4.7,3.303,0.077,2.8,1.096
4620,무심A,2009.11.10,15,7.7,267,7.8,2.7,6.8,14.5,3.215,0.176,4.1,2.256
4621,무심A,2009.11.17,6,8,294,13.2,1.9,4.4,6.8,2.147,0.064,2,0.93
4622,무심A,2009.12.01,8,7.3,242,13.4,1.5,4,3,4.815,0.048,3.5,2.035
4623,무심A,2009.12.15,5,7.6,221,14.7,1.3,3.8,1.9,3.256,0.061,2.6,2.125
4624,무심A,2009.12.22,4,7.6,218,13.1,2,3.7,3.7,3.966,0.041,2.1,3.612
4625,무심A,2010.01.12,2,7.9,264,15.2,1.4,3.7,3.6,2.62,0.043,2.5,1.255
4626,무심A,2010.01.19,1,7.6,257,14.8,1.3,3.4,3.7,3.041,0.044,2.8,1.414
4627,무심A,2010.01.26,3,8,255,15.9,1.3,4,2.8,2.87,0.052,2.9,1.611
4628,무심A,2010.02.02,1,7.1,263,15.7,1.4,3.6,6,5.841,0.047,2.6,1.622
4629,무심A,2010.02.17,3,7.7,258,14.5,1.9,4.6,8.6,9.97,0.081,3.2,1.43
4630,무심A,2010.02.23,5,6.8,299,14.4,1.8,4.4,6.9,6.667,0.095,3.2,1.213
4631,무심A,2010.03.09,7,8.1,266,13.8,2.3,3.8,9.3,3.718,0.075,2.7,1.733
4632,무심A,2010.03.16,7,7.7,269,14,2.8,5,12.5,4.652,0.094,3.6,3.498
4633,무심A,2010.03.23,8,8.1,212,15,1.4,3.6,4.4,3.418,0.043,2.2,3.299
4634,무심A,2010.03.30,9,7.7,227,14.5,2.1,3.9,4.8,2.528,0.044,3.6,2.4
4635,무심A,2010.04.06,12,7.6,250,11,2.5,5,8.6,5.98,0.078,3,1.743
4636,무심A,2010.04.13,12,7.9,276,9.6,3.3,7.6,16.2,7.994,0.166,4.9,2.092
4637,무심A,2010.04.20,17,8.5,261,13.6,2.9,6,11.2,5.068,0.086,3.5,1.815
4638,무심A,2010.04.27,13,7.5,198,10.3,6,7.1,52.3,7.477,0.197,4,4.938
4639,무심A,2010.05.04,21,8.9,223,14.5,4,6.7,4.7,3.989,0.15,4.1,2.14
4640,무심A,2010.05.11,17,8.5,196,13.1,2.3,4.6,7.9,4.499,0.101,2.9,2.203
4641,무심A,2010.05.18,19,7.6,179,6.2,5.5,18.1,43,4.967,0.554,6.2,14.985
4642,무심A,2010.05.25,16,7.5,245,9.7,3.5,8.7,30.9,4.078,0.201,5.1,7.2
4643,무심A,2010.06.08,27,8.9,208,8.8,1.9,4.9,6,3.924,0.098,1.7,4.848
4644,무심A,2010.06.15,26,8.3,222,9.9,1.9,5.7,10.6,3.362,0.122,2.4,3.93
4645,무심A,2010.06.22,26,7.9,253,8.6,2.3,7.3,12.1,4.237,0.153,1.7,3.296
4646,무심A,2010.06.29,26,7.8,201,8.8,1.8,5.1,14.8,5.638,0.104,3.5,3.35
4647,무심A,2010.07.06,30,7.8,262,9.9,2.2,5.5,4.3,8.587,0.191,3.9,1.906
4648,무심A,2010.07.13,27,8.4,270,14.1,2.3,6.2,9.1,1.609,0.188,3.3,1.665
4649,무심A,2010.07.27,29,7.8,229,7.5,2.5,6.5,70.7,3.414,0.4,3.4,2.897
4650,무심A,2010.08.03,28,7.9,182,9.6,1.8,6.3,77.5,1.871,0.3,2.5,6.11
4651,무심A,2010.08.10,30,7.7,201,7.2,3.4,4.5,12.7,2.19,0.186,3.7,3.674
4652,무심A,2010.08.17,24,7.5,196,8.3,1.3,5.4,23.5,3.548,0.206,3.2,12.425
4653,무심A,2010.08.24,26,7.4,155,7.1,4.7,10.9,160.8,3.988,0.703,4.8,14.256
4654,무심A,2010.09.07,23,7.5,173,7.7,1.4,5.2,25.6,3.254,0.186,2.5,14.284
4655,무심A,2010.09.28,21,9,249,13.8,1.5,4.2,4.9,3.141,0.081,3,4.032
4656,무심A,2010.10.05,18,8.1,227,13,1.6,4.8,2.2,2.663,0.119,2.7,4.127
4657,무심A,2010.10.12,19,8.2,245,12.1,1.3,4.6,4.4,2.527,0.049,2.6,3.024
4658,무심A,2010.10.19,17,7.9,263,10.7,2.3,4.9,16.3,3.034,0.086,2.8,3.049
4659,무심A,2010.10.26,13,8.4,261,13.8,1.7,4.4,3.8,2.505,0.075,2.8,2.532
4660,무심A,2010.11.02,11,8.2,259,12.8,1.3,4.3,2.5,3.282,0.049,4,2.055
4661,무심A,2010.11.09,10,8.2,268,14,2,4.7,3.7,3.068,0.065,4.4,1.678
4662,무심A,2010.11.16,8,7.3,269,13.4,1.5,4.4,3.4,2.234,0.068,4.2,2.29
4663,무심A,2010.11.23,10,8.5,266,15.7,1.5,5.9,2.9,2.246,0.078,5.6,1.652
4664,무심A,2010.12.07,5,8,276,16.4,1.6,4.5,9.6,3.017,0.074,2.7,1.534
4665,무심A,2010.12.21,6,7.9,284,15,1.7,5,4.3,3.04,0.085,3.1,1.45
4666,무심A,2011.01.18,0,7.7,281,15.6,1.3,5,2.8,3.173,0.066,3,1.575
4667,무심A,2011.01.25,-1,7.4,318,14.6,1.7,3.7,3,3.422,0.058,2.7,2.839
4668,무심A,2011.02.08,4,7.9,256,14.5,1.6,3.5,2,3.463,0.062,2.8,1.326
4669,무심A,2011.02.15,2,7.7,250,16.7,1.6,4,2.2,3.762,0.051,3,1.145
4670,무심A,2011.02.22,7,7.9,262,15.4,2.2,4.1,3.5,4.053,0.057,2.7,1.275
4671,무심A,2011.03.08,5,7.8,275,14.6,2,4.4,2.9,3.184,0.068,2.5,1.642
4672,무심A,2011.03.15,11,8.3,256,12.9,2.3,5.2,7.1,1.988,0.072,2.8,0.907
4673,무심A,2011.03.22,8,7.9,227,12.8,2.2,4.8,4.2,1.99,0.061,3.3,1.663
4674,무심A,2011.03.29,9,8.1,219,13,2,4.5,3.8,1.698,0.052,2.5,1.503
4675,무심A,2011.04.05,11,8.3,206,12.3,2.5,6.7,9.7,1.627,0.091,3.1,1.327
4676,무심A,2011.04.12,13,8.4,237,12.3,4,7,9,2.097,0.102,4.1,1.114
4677,무심A,2011.04.19,12,8.1,203,12.3,3.3,6.1,10.6,1.636,0.07,3.4,1.802
4678,무심A,2011.04.26,13,7.9,216,11.3,4.5,7.8,9.8,1.756,0.124,4.2,1.755
4679,무심A,2011.05.03,16,7.7,223,9.8,3.2,6.2,14.7,3.123,0.135,5.1,3.257
4680,무심A,2011.05.11,17,8,163,7.9,13.4,19.4,391.4,7.684,0.844,10.1,47.568
4681,무심A,2011.05.18,20,7.6,210,10.4,2.1,5.8,18.2,2.99,0.112,4.4,5.771
4682,무심A,2011.05.24,20,7.6,221,10.1,2.5,6.2,14.2,2.675,0.108,4.4,5.226
4683,무심A,2011.05.31,20,8,216,10.6,3.4,6.4,16.8,1.993,0.144,5.8,4.815
4684,무심A,2011.06.08,28,8.5,204,11.3,1.8,5.8,6.1,1.804,0.136,6,4.717
4685,무심A,2011.06.14,25,8,192,11,1.9,5.3,6.1,1.643,0.173,4.4,5.565
4686,무심A,2011.06.21,26,8.1,198,10.9,2,5.8,5.8,1.541,0.127,4.9,6.791
4687,무심A,2011.06.28,20,7.6,207,9.3,1,5.6,14,3.804,0.132,3.1,6.131
4688,무심A,2011.07.05,25,7.7,197,8.4,1.6,5.7,20.2,3.65,0.161,3.2,9.771
4689,무심A,2011.07.19,26,7.7,215,7.9,1.3,4.7,23.3,3.17,0.159,4.1,6.891
4690,무심A,2011.07.26,27,7.8,195,7.9,2.8,5.6,48.3,3.705,0.23,3.3,9.054
4691,무심A,2011.08.02,23,7.7,195,8.2,1.8,6.6,76.3,3.095,0.325,3.3,9.816
4692,무심A,2011.08.17,24,7.5,183,5.6,8.9,12.6,266,4.188,0.531,5.7,19.143
4693,무심A,2011.08.23,22,7.5,213,10,0.9,3.7,5.4,2.663,0.106,2.8,5.142
4694,무심A,2011.08.30,26,8.2,213,8,1.2,5.2,6.5,2.784,0.087,3.4,5.924
4695,무심A,2011.09.20,18.6,8.1,264,11.6,0.9,4.3,2.8,2.996,0.116,3.2,3.679
4696,무심A,2011.09.27,23,8.7,264,12.2,1.6,4.4,3.8,2.547,0.075,3.9,3.491
4697,무심A,2011.10.05,17.2,8.5,262,13.9,1.3,3.6,3.2,2.92,0.056,3.7,2.305
4698,무심A,2011.10.11,20.3,9,218,15.9,1.6,4.6,5.7,2.624,0.071,3.6,3.389
4699,무심A,2011.10.19,13.5,8.2,190,12.6,1.6,4.5,4,2.13,0.056,3.5,3.571
4700,무심A,2011.10.25,16.1,8.1,195,13,1.4,3.9,10.7,2.333,0.094,3.8,3.593
4701,무심A,2011.11.01,15.2,8.3,254,15.4,1.3,5.1,5.1,2.226,0.074,4.1,2.2
4702,무심A,2011.11.08,17.3,7.9,270,10.9,1.9,5,16.4,2.398,0.137,4.8,2.196
4703,무심A,2011.11.15,8.4,8.2,291,13.5,1.1,4,5.6,2.181,0.074,4.1,1.714
4704,무심A,2011.11.22,8.1,7.8,295,15.3,1.2,3.7,5,2.455,0.072,4.2,1.68
4705,무심A,2011.11.29,11.3,7.8,286,11.8,1.4,3.8,4.8,2.507,0.073,4,1.951
4706,무심A,2011.12.06,6.8,7.7,261,13.1,1.5,4.3,23.6,3.665,0.132,3.7,2.744
4707,무심A,2011.12.13,3.2,8.5,271,14.2,1.3,3.8,25.2,3.261,0.12,3.4,2.2
4708,무심A,2012.01.10,2.6,7.7,286,15.4,1.5,3.6,6.8,2.83,0.057,4.7,1.838
4709,무심A,2012.01.31,-1.1,8.6,276,16.3,1.3,5.3,3.4,2.794,0.06,1.9,1.306
4710,무심A,2012.02.07,1.3,7.4,287,16,1.3,3.5,5,2.718,0.052,2.2,1.335
4711,무심A,2012.02.14,3.5,7.5,271,13.7,1.6,4.4,9.9,2.84,0.073,2.6,1.678
4712,무심A,2012.02.21,2.3,7.9,274,15.4,1.5,4.4,3.4,2.514,0.04,2.8,1.673
4713,무심A,2012.02.28,3.5,7.4,246,13.4,1.8,5.4,5.4,2.52,0.05,3,1.242
4714,무심A,2012.03.06,6.4,7.7,306,11.2,3.1,8.4,20.4,2.667,0.14,5.1,2.421
4715,무심A,2012.03.13,5.8,7.9,238,15.7,2.3,5.2,5.3,2.37,0.067,3.2,1.653
4716,무심A,2012.03.20,7.1,8.1,272,16.7,2.4,5.8,8.1,2.393,0.089,3.6,1.332
4717,무심A,2012.04.03,8.5,7.6,179,12.5,7.1,22.9,352,4.634,0.528,7.3,20.824
4718,무심A,2012.04.10,14.3,8.4,245,11.9,2.1,5.1,8,3.02,0.069,3.1,2.279
4719,무심A,2012.04.17,18.3,9.2,241,12.2,3,7,23.2,1.974,0.082,4,1.449
4720,무심A,2012.04.24,20.1,8.3,256,14.6,2.5,6.4,15.7,2.653,0.137,4.1,2.466
4721,무심A,2012.05.08,21.2,8.6,182,14.5,2.7,6,10.3,1.903,0.088,3.6,4.993
4722,무심A,2012.05.14,16.4,7.7,169,13.7,4.2,7.8,31.2,2.154,0.113,3.9,10.904
4723,무심A,2012.05.23,24.2,8.4,190,9.5,1.5,5.8,6.9,1.952,0.089,6.5,4.612
4724,무심A,2012.05.30,19.4,7.7,176,6.8,1.4,4.9,10,1.746,0.073,6.3,4.373
4725,무심A,2012.06.11,21.9,7.5,189,9.7,2.1,6.1,14.9,1.992,0.087,4.2,4.599
4726,무심A,2012.06.20,22.3,7.4,196,8.4,3.8,9.1,52.8,2.284,0.185,5.8,6.941
4727,무심A,2012.06.26,22.4,7.7,179,9.3,1.8,5.4,9.2,1.592,0.091,3.4,4.59
4728,무심A,2012.07.03,16.1,7.8,251,10.2,1.8,7.1,8,1.644,0.114,6.1,1.314
4729,무심A,2012.07.09,23.5,7.5,225,8.7,1.5,5.8,18.3,2.928,0.131,3.8,3.1
4730,무심A,2012.07.18,21.8,7.5,233,8.1,2.9,6.8,25.7,3.771,0.14,4.5,5.664
4731,무심A,2012.07.24,24.5,7.7,247,9.2,1.2,5,11.8,2.49,0.098,4,3.271
4732,무심A,2012.08.06,32.3,8.7,189,8.9,1.4,5.7,4.8,1.448,0.067,3.3,5.186
4733,무심A,2012.08.22,23.2,7.7,148,7.5,5.6,20.7,414,2.568,0.687,5.8,73.072
4734,무심A,2012.08.27,27.2,8.1,241,10.6,1.2,5.5,5.7,2.806,0.095,3.8,6.795
4735,무심A,2012.09.03,25.7,7.9,228,10.4,1.2,4.2,6.2,2.668,0.094,6.1,7.342
4736,무심A,2012.09.11,24,7.7,221,9,0.9,5.2,5,2.908,0.077,2.7,5.687
4737,무심A,2012.09.20,22.4,7.5,209,9.7,1,5.6,32.4,2.637,0.138,3.1,6.991
4738,무심A,2012.09.25,23.1,8.5,231,12.9,0.9,5.8,2.5,2.44,0.091,3.1,4.24
